slide_id,level,height,width,origin_x,origin_y
TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,2,1024,1024,5120,1350
TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,2,1024,1024,8192,1024
TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,2,1024,1024,8192,1350
TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,2,1024,1024,8438,1024
TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,2,1024,1024,8438,1350
TCGA-3C-AALI-01A-01-TSA.7D4960A7-247F-46EE-8D4A-B55170C23EAA,2,1024,1024,4096,0
TCGA-3C-AALI-01A-01-TSA.7D4960A7-247F-46EE-8D4A-B55170C23EAA,2,1024,1024,4096,182
TCGA-3C-AALI-01A-01-TSA.7D4960A7-247F-46EE-8D4A-B55170C23EAA,2,1024,1024,4204,0
TCGA-3C-AALI-01A-01-TSA.7D4960A7-247F-46EE-8D4A-B55170C23EAA,2,1024,1024,4204,182
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,1024,0
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,1024,1024
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,1024,1111
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,5120,0
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,5120,1024
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,5120,1111
TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,2,1024,1024,5947,0
TCGA-5L-AAT0-01A-01-TS1.E7894281-DAB5-4603-B42A-A4C71FBE3D37,2,1024,1024,5120,0
TCGA-5L-AAT0-01A-01-TS1.E7894281-DAB5-4603-B42A-A4C71FBE3D37,2,1024,1024,5120,220
TCGA-A1-A0SB-01A-01-TS1.ed80b57e-ce46-45d6-b8cf-bb18e254488f,2,1024,1024,1024,0
TCGA-A1-A0SB-01A-01-TS1.ed80b57e-ce46-45d6-b8cf-bb18e254488f,2,1024,1024,1024,1024
TCGA-A1-A0SB-01A-01-TS1.ed80b57e-ce46-45d6-b8cf-bb18e254488f,2,1024,1024,4096,0
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,0,0
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,1024,0
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,1024,779
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,5120,0
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,5120,779
TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,2,1024,1024,5679,779
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,0,1024
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,1024,1024
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,2048,1024
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,5120,1024
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,5120,1618
TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,2,1024,1024,6144,1024
TCGA-A1-A0SF-01A-01-TSA.76e0b1d7-e95b-4c5e-8f53-b62d2700da2e,2,1024,1024,4096,0
TCGA-A1-A0SF-01A-01-TSA.76e0b1d7-e95b-4c5e-8f53-b62d2700da2e,2,1024,1024,4096,1024
TCGA-A1-A0SF-01A-01-TSA.76e0b1d7-e95b-4c5e-8f53-b62d2700da2e,2,1024,1024,4096,1104
TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,2,1024,1024,1024,0
TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,2,1024,1024,1024,1024
TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,2,1024,1024,4096,1024
TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,2,1024,1024,4096,1273
TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,2,1024,1024,5120,0
TCGA-A1-A0SH-01A-01-TSA.79c64fec-53ef-405a-b830-da132de9149d,2,1024,1024,5120,0
TCGA-A1-A0SI-01A-01-TS1.c9eb6742-072c-4de1-b1a1-888c39be8b90,2,1024,1024,0,832
TCGA-A1-A0SI-01A-01-TS1.c9eb6742-072c-4de1-b1a1-888c39be8b90,2,1024,1024,1024,0
TCGA-A1-A0SI-01A-01-TS1.c9eb6742-072c-4de1-b1a1-888c39be8b90,2,1024,1024,4096,0
TCGA-A1-A0SI-01A-01-TS1.c9eb6742-072c-4de1-b1a1-888c39be8b90,2,1024,1024,4781,0
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,1024,1024
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,1024,1817
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,2048,1024
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,6144,0
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,6144,1024
TCGA-A1-A0SK-01A-01-TSA.0b2432b1-5781-4725-bb85-7547c7ae9f36,2,1024,1024,7168,1024
TCGA-A1-A0SN-01A-01-TS1.ae0aafc3-dbcf-4e93-b817-974263ade19a,2,1024,1024,0,1024
TCGA-A1-A0SN-01A-01-TS1.ae0aafc3-dbcf-4e93-b817-974263ade19a,2,1024,1024,4096,1024
TCGA-A1-A0SN-01A-01-TS1.ae0aafc3-dbcf-4e93-b817-974263ade19a,2,1024,1024,4096,1361
TCGA-A1-A0SN-01A-01-TS1.ae0aafc3-dbcf-4e93-b817-974263ade19a,2,1024,1024,4362,1024
TCGA-A1-A0SO-01A-02-TSB.e5de770e-4ff4-47ad-b5e4-04753c1a6507,2,1024,1024,1024,764
TCGA-A1-A0SO-01A-02-TSB.e5de770e-4ff4-47ad-b5e4-04753c1a6507,2,1024,1024,4096,0
TCGA-A1-A0SQ-01A-02-TSB.aa40d19e-8dcf-4fea-a7f1-4e2edbbd026e,2,1024,1024,1024,0
TCGA-A1-A0SQ-01A-02-TSB.aa40d19e-8dcf-4fea-a7f1-4e2edbbd026e,2,1024,1024,1024,1024
TCGA-A1-A0SQ-01A-02-TSB.aa40d19e-8dcf-4fea-a7f1-4e2edbbd026e,2,1024,1024,2048,1024
TCGA-A1-A0SQ-01A-02-TSB.aa40d19e-8dcf-4fea-a7f1-4e2edbbd026e,2,1024,1024,5120,1024
TCGA-A2-A0CK-01A-01-TSA.0F00A193-4045-4462-B2B2-A76B40A4EFB9,2,1024,1024,1024,0
TCGA-A2-A0CK-01A-01-TSA.0F00A193-4045-4462-B2B2-A76B40A4EFB9,2,1024,1024,4096,1024
TCGA-A2-A0CM-01A-03-TSC.7f2cc1ed-793e-4717-92fd-da1aa4424aed,2,1024,1024,3072,884
TCGA-AO-A0JG-01A-03-MSC.c7c6368f-a8f7-4039-a47a-926981f08d16,2,1024,1024,0,1024
TCGA-AO-A0JG-01A-03-MSC.c7c6368f-a8f7-4039-a47a-926981f08d16,2,1024,1024,1024,1024
TCGA-AO-A0JG-01A-03-MSC.c7c6368f-a8f7-4039-a47a-926981f08d16,2,1024,1024,5120,1024
TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87,2,1024,1024,1024,0
TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87,2,1024,1024,1024,416
TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87,2,1024,1024,4096,0
TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87,2,1024,1024,4096,416
TCGA-A2-A0CR-01A-01-TSA.192598C2-7093-4171-B779-6EDE8AD7998B,2,1024,1024,0,1024
TCGA-A2-A0CR-01A-01-TSA.192598C2-7093-4171-B779-6EDE8AD7998B,2,1024,1024,4096,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,0,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,0,690
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,1024,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,1024,690
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,2048,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,2048,690
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,5120,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,5120,690
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,6144,0
TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,2,1024,1024,6144,690
TCGA-A2-A0CU-01A-01-TS1.332cdd40-deca-4fad-8cf6-03fb91b121c3,2,1024,1024,4096,1024
TCGA-A2-A0CU-01A-01-TS1.332cdd40-deca-4fad-8cf6-03fb91b121c3,2,1024,1024,5120,1024
TCGA-A2-A0CU-01A-01-TS1.332cdd40-deca-4fad-8cf6-03fb91b121c3,2,1024,1024,9216,1024
TCGA-A2-A0CV-01A-03-TSC.3b9baf94-f5f8-4949-a017-4cd1152f87c5,2,1024,1024,0,1024
TCGA-A2-A0CV-01A-03-TSC.3b9baf94-f5f8-4949-a017-4cd1152f87c5,2,1024,1024,3072,1024
TCGA-A2-A0CW-01A-02-TSB.8bc46f2e-400f-4de8-aa07-9c632cea132f,2,1024,1024,0,0
TCGA-A2-A0CW-01A-02-TSB.8bc46f2e-400f-4de8-aa07-9c632cea132f,2,1024,1024,1024,0
TCGA-A2-A0CW-01A-02-TSB.8bc46f2e-400f-4de8-aa07-9c632cea132f,2,1024,1024,4096,0
TCGA-A2-A0CW-01A-02-TSB.8bc46f2e-400f-4de8-aa07-9c632cea132f,2,1024,1024,5120,0
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,1024,0
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,1024,1024
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,2048,1024
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,5120,1024
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,5120,1585
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,6144,1024
TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,2,1024,1024,6144,1585
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,0,1024
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,1024,0
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,1024,1024
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,3072,1024
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,4096,0
TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,2,1024,1024,4096,1024
TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,2,1024,1024,0,1024
TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,2,1024,1024,1024,0
TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,2,1024,1024,1024,1024
TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,2,1024,1024,4096,1024
TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,2,1024,1024,5120,1024
TCGA-A2-A0D1-01A-01-TSA.4cf43b24-cdea-4eb2-8413-677057458810,2,1024,1024,0,0
TCGA-A2-A0D1-01A-01-TSA.4cf43b24-cdea-4eb2-8413-677057458810,2,1024,1024,3072,1024
TCGA-A2-A0D1-01A-01-TSA.4cf43b24-cdea-4eb2-8413-677057458810,2,1024,1024,6144,1024
TCGA-A2-A0D1-01A-01-TSA.4cf43b24-cdea-4eb2-8413-677057458810,2,1024,1024,7168,1024
TCGA-A2-A0D2-01A-02-TSB.74de3ac3-3f96-4426-b6b0-228282978570,2,1024,1024,0,0
TCGA-A2-A0D2-01A-02-TSB.74de3ac3-3f96-4426-b6b0-228282978570,2,1024,1024,4096,1024
TCGA-A2-A0D2-01A-02-TSB.74de3ac3-3f96-4426-b6b0-228282978570,2,1024,1024,4096,1438
TCGA-A2-A0D2-01A-02-TSB.74de3ac3-3f96-4426-b6b0-228282978570,2,1024,1024,4721,1024
TCGA-A2-A0D2-01A-02-TSB.74de3ac3-3f96-4426-b6b0-228282978570,2,1024,1024,4721,1438
TCGA-A2-A0D3-01A-01-TSA.55add6f4-ecd3-4228-af07-045ef5a2cbf6,2,1024,1024,4096,1024
TCGA-A2-A0D3-01A-01-TSA.55add6f4-ecd3-4228-af07-045ef5a2cbf6,2,1024,1024,4096,1466
TCGA-A2-A0D3-01A-01-TSA.55add6f4-ecd3-4228-af07-045ef5a2cbf6,2,1024,1024,7168,1024
TCGA-A2-A0D3-01A-01-TSA.55add6f4-ecd3-4228-af07-045ef5a2cbf6,2,1024,1024,8013,1024
TCGA-A2-A0EN-01A-01-TSA.d57caa16-813c-41c9-9b9a-3e906e576bb0,2,1024,1024,3072,0
TCGA-A2-A0EN-01A-01-TSA.d57caa16-813c-41c9-9b9a-3e906e576bb0,2,1024,1024,3072,522
TCGA-A2-A0EN-01A-01-TSA.d57caa16-813c-41c9-9b9a-3e906e576bb0,2,1024,1024,3285,0
TCGA-A2-A0EO-01A-01-TSA.36f29540-ef11-4f71-bfa7-170e5f037a0a,2,1024,1024,1024,0
TCGA-A2-A0EO-01A-01-TSA.36f29540-ef11-4f71-bfa7-170e5f037a0a,2,1024,1024,1024,1024
TCGA-A2-A0EO-01A-01-TSA.36f29540-ef11-4f71-bfa7-170e5f037a0a,2,1024,1024,5120,0
TCGA-A2-A0EO-01A-01-TSA.36f29540-ef11-4f71-bfa7-170e5f037a0a,2,1024,1024,6144,1024
TCGA-A2-A0EQ-01A-01-TSA.c64d0ac8-9849-47c7-86e1-2e2037b02422,2,1024,1024,0,1024
TCGA-A2-A0EQ-01A-01-TSA.c64d0ac8-9849-47c7-86e1-2e2037b02422,2,1024,1024,1024,0
TCGA-A2-A0EQ-01A-01-TSA.c64d0ac8-9849-47c7-86e1-2e2037b02422,2,1024,1024,1024,1024
TCGA-A2-A0EQ-01A-01-TSA.c64d0ac8-9849-47c7-86e1-2e2037b02422,2,1024,1024,1024,1151
TCGA-A2-A0EQ-01A-01-TSA.c64d0ac8-9849-47c7-86e1-2e2037b02422,2,1024,1024,4096,0
